"RTL_STORE_CD","RTL_FIPS_COUNTY_DSC","RTL_PREMISE_TYPE_CD","RTL_CHANNEL_DSC","RTL_SUBCHANNEL_DSC","RTL_BEER_FLAG","RTL_LIQUOR_FLG"
"200752118","CHISAGO","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105647227","BELTRAMI","ON","DINING","CASUAL DINING","Y","Y"
"107336652","CARVER","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101425766","LINCOLN","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"205645045","TODD","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"107339864","FREEBORN","ON","DINING","CASUAL DINING","Y","N"
"101881270","WASHINGTON","ON","DINING","FAST CASUAL","Y","Y"
"400682190","RAMSEY","ON","CATERER","BANQUET HALL","Y","Y"
"100690367","KITTSON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"107350663","WASECA","ON","DINING","CASUAL DINING","Y","Y"
"105648250","BELTRAMI","ON","DINING","CASUAL DINING","Y","Y"
"105645602","MCLEOD","ON","RECREATION","PRIVATE CLUB","Y","Y"
"105646104","SAINT LOUIS","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101984432","DAKOTA","ON","DINING","CASUAL DINING","Y","Y"
"100436916","SAINT LOUIS","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"102431006","HENNEPIN","ON","DINING","FINE DINING","Y","Y"
"105646965","HENNEPIN","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"202110633","RAMSEY","ON","DINING","CASUAL DINING","Y","Y"
"107402498","KITTSON","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"102002011","ANOKA","ON","DINING","CASUAL DINING","Y","Y"
"101425917","RAMSEY","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"107478949","RAMSEY","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101406787","STEARNS","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105647253","BLUE EARTH","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"105644850","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"105646058","SAINT LOUIS","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"105646606","MCLEOD","ON","DINING","CASUAL DINING","Y","Y"
"107159054","JACKSON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"107273577","HENNEPIN","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"205646166","CROW WING","ON","DINING","CASUAL DINING","Y","Y"
"102138112","WRIGHT","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105647875","HENNEPIN","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","Y"
"101923211","BLUE EARTH","ON","BAR/NIGHTCLUB","SPORTS BAR","Y","Y"
"105648110","WASHINGTON","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"202130450","KANDIYOHI","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","Y"
"107356900","CARLTON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101804286","HENNEPIN","ON","DINING","POLISHED CASUAL","Y","Y"
"207263466","CROW WING","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"100687937","YELLOW MDCNE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105645516","SAINT LOUIS","ON","BAR/NIGHTCLUB","SPORTS BAR","Y","Y"
"101965573","BIG STONE","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"101873003","AITKIN","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"105645646","HENNEPIN","ON","RECREATION","PRIVATE CLUB","Y","Y"
"100949925","RAMSEY","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105644870","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"100743125","DAKOTA","ON","DINING","FAST CASUAL","Y","Y"
"105648786","ANOKA","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","Y"
"101913765","DOUGLAS","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105645552","LAC QUI PARL","ON","RECREATION","PRIVATE CLUB","Y","Y"
"100198023","STEARNS","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"107088539","BLUE EARTH","ON","LODGING","FULL SERVICE LODGING","Y","Y"
"100515159","WINONA","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"102120076","SCOTT","ON","DINING","CASUAL DINING","Y","Y"
"101546202","SWIFT","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101769468","CROW WING","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","N"
"205645133","OLMSTED","ON","DINING","CASUAL DINING","Y","Y"
"107328694","DAKOTA","ON","DINING","CASUAL DINING","Y","Y"
"101406953","DAKOTA","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105648402","STEARNS","ON","RECREATION","PRIVATE CLUB","Y","Y"
"105647701","HENNEPIN","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","Y"
"101895225","HENNEPIN","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"201425864","RAMSEY","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105646055","WASHINGTON","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","Y"
"101616166","HENNEPIN","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101882002","RAMSEY","ON","BAR/NIGHTCLUB","SPORTS BAR","Y","Y"
"101753220","SHERBURNE","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"101939192","HENNEPIN","ON","BAR/NIGHTCLUB","SPORTS BAR","Y","Y"
"100520512","STEARNS","OFF","MASS MERCHANDISER","CONVENTIONAL MASS MERCH","Y","N"
"101928111","CROW WING","ON","DINING","CASUAL DINING","Y","Y"
"105649188","RAMSEY","ON","DINING","CASUAL DINING","Y","Y"
"101581686","PENNINGTON","ON","LODGING","FULL SERVICE LODGING","Y","Y"
"101407133","HENNEPIN","OFF","LIQUOR","LIQUOR SUPER STORE","Y","Y"
"107472460","JACKSON","ON","RECREATION","STADIUM/ARENA/CONVENTION","Y","N"
"101638528","JACKSON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"102216844","MCLEOD","ON","EXTENDED MASTER ON-PREMISE","SPECIAL EVENTS","N","N"
"101914124","OLMSTED","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"100767573","HENNEPIN","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"101840426","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"101407126","HENNEPIN","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105645108","MARSHALL","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101425926","HENNEPIN","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105646241","SIBLEY","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"301635994","AITKIN","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101633791","RAMSEY","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","Y"
"100766870","STEARNS","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"205647957","STEARNS","ON","CATERER","BANQUET HALL","Y","Y"
"105647991","HENNEPIN","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","Y"
"107437973","HUBBARD","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100765536","BENTON","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"101857933","HOUSTON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"205647042","CARLTON","ON","DINING","CASUAL DINING","Y","Y"
"105647982","SCOTT","ON","BAR/NIGHTCLUB","SPORTS BAR","Y","Y"
"105646827","DAKOTA","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"103936169","SAINT LOUIS","ON","DINING","CASUAL DINING","Y","N"
"105647560","DOUGLAS","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"105648697","SAINT LOUIS","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","Y"
"205525797","RAMSEY","ON","DINING","CASUAL DINING","Y","Y"
"107077852","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"105647088","STEARNS","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"100156053","HENNEPIN","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101981677","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"105648514","STEARNS","ON","BAR/NIGHTCLUB","SPORTS BAR","Y","Y"
"102466344","HENNEPIN","ON","DINING","QUICK SERVICE RESTAURANT","Y","Y"
"105648077","CROW WING","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"103746695","HENNEPIN","ON","DINING","CASUAL DINING","Y","N"
"105646436","SAINT LOUIS","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"107200739","MCLEOD","ON","DINING","CASUAL DINING","Y","Y"
"101766671","SCOTT","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"107433705","OLMSTED","ON","DINING","CASUAL DINING","Y","Y"
"203542052","OTTER TAIL","ON","DINING","CASUAL DINING","Y","N"
"105645474","PENNINGTON","ON","RECREATION","PRIVATE CLUB","Y","Y"
"105648764","CLEARWATER","ON","BAR/NIGHTCLUB","SPORTS BAR","Y","Y"
"102342755","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"107468551","RAMSEY","OFF","GROCERY","SUPERMARKET-NATURAL/GOURMET FOODS","Y","N"
"102058462","MARTIN","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"100949379","CARLTON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105646936","DOUGLAS","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"105646879","HOUSTON","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"107340972","BLUE EARTH","ON","DINING","CASUAL DINING","Y","Y"
"107378136","STEARNS","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"102912906","MOWER","ON","DINING","CASUAL DINING","Y","Y"
"100961575","BLUE EARTH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105647117","WINONA","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"100893862","CARVER","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"105649352","RAMSEY","ON","RECREATION","STADIUM/ARENA/CONVENTION","Y","Y"
"103874329","HENNEPIN","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"305648815","BECKER","ON","DINING","CASUAL DINING","Y","Y"
"101406900","FARIBAULT","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105648851","HENNEPIN","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","Y"
"105648145","MOWER","ON","BAR/NIGHTCLUB","SPORTS BAR","Y","Y"
"301636447","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"105648979","BECKER","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","Y"
"100485078","HENNEPIN","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"101768051","BROWN","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101621327","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"105646405","DAKOTA","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"202018185","DAKOTA","ON","DINING","CASUAL DINING","Y","Y"
"101872581","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"205648492","KANABEC","ON","DINING","CASUAL DINING","Y","Y"
"105648776","CHISAGO","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"102613945","STEARNS","ON","DINING","CASUAL DINING","Y","Y"
"100307089","RAMSEY","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105545572","HENNEPIN","ON","LODGING","FULL SERVICE LODGING","Y","Y"
"101788665","HENNEPIN","ON","BAR/NIGHTCLUB","IRISH PUB","Y","Y"
"202168530","WRIGHT","ON","DINING","CASUAL DINING","Y","Y"
"107047399","FILLMORE","ON","RECREATION","PRIVATE CLUB","Y","N"
"105645775","CHIPPEWA","ON","RECREATION","PRIVATE CLUB","Y","Y"
"105645723","HOUSTON","ON","RECREATION","PRIVATE CLUB","Y","Y"
"101407140","RAMSEY","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"307298101","CROW WING","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"100765773","SAINT LOUIS","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"101406934","CHISAGO","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105647528","LINCOLN","ON","DINING","CASUAL DINING","Y","Y"
"105648874","RAMSEY","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"100879083","WASHINGTON","OFF","LIQUOR","LIQUOR SUPER STORE","Y","Y"
"107413602","DOUGLAS","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101954397","FREEBORN","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"103932662","KANABEC","ON","RECREATION","STADIUM/ARENA/CONVENTION","Y","N"
"101586741","RAMSEY","ON","DINING","FAST CASUAL","Y","Y"
"105644919","CROW WING","ON","DINING","CASUAL DINING","Y","N"
"200254983","SCOTT","OFF","LIQUOR","LIQUOR SUPER STORE","Y","Y"
"105647721","HOUSTON","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"305644988","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"105644901","HENNEPIN","ON","DINING","CASUAL DINING","Y","N"
"105647689","HENNEPIN","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"102218953","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"105644992","SAINT LOUIS","OFF","EXTENDED MASTER OFF-PREMISE","OFFICE BUILDING","N","N"
"102458736","ANOKA","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"101715657","BELTRAMI","ON","DINING","CASUAL DINING","Y","Y"
"105646317","BLUE EARTH","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"105646250","MORRISON","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"103824015","CARVER","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105648770","KANABEC","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"101914702","STEARNS","ON","BAR/NIGHTCLUB","SPORTS BAR","Y","Y"
"102150290","RENVILLE","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101457500","ANOKA","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"107462834","SAINT LOUIS","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"205649257","FILLMORE","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101407027","HENNEPIN","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"205647855","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"101635990","AITKIN","ON","LODGING","FULL SERVICE LODGING","Y","Y"
"101601275","ANOKA","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"207271922","WASECA","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"101586748","WASHINGTON","ON","DINING","FAST CASUAL","Y","Y"
"105646624","CARVER","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101678547","DAKOTA","OFF","GROCERY","SUPERCENTER","Y","N"
"100159580","HENNEPIN","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"202141803","SCOTT","ON","DINING","CASUAL DINING","Y","Y"
"105646890","DAKOTA","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","Y"
"107510095","BELTRAMI","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"202196323","SAINT LOUIS","ON","RECREATION","THEATER","Y","Y"
"305648062","CROW WING","ON","DINING","CASUAL DINING","Y","Y"
"102016053","WRIGHT","ON","DINING","CASUAL DINING","Y","Y"
"105531002","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"101798319","DAKOTA","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"103833158","KANABEC","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"100879109","RAMSEY","OFF","LIQUOR","LIQUOR SUPER STORE","Y","Y"
"102135315","BLUE EARTH","ON","DINING","CASUAL DINING","Y","Y"
"105647942","COTTONWOOD","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"101904807","RICE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105648574","BECKER","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"100455469","OTTER TAIL","OFF","GROCERY","SUPERCENTER","Y","N"
"101473152","HUBBARD","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101655092","ITASCA","OFF","CONVENIENCE STORE","GAS STATION/KIOSK","Y","N"
"105648518","LAKE OF WOOD","ON","DINING","CASUAL DINING","Y","Y"
"205646061","PINE","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101611230","WASHINGTON","ON","DINING","CASUAL DINING","Y","Y"
"101445069","NICOLLET","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"102053799","HENNEPIN","ON","DINING","CASUAL DINING","Y","Y"
"207380958","HENNEPIN","OFF","LIQUOR","WINE SPECIALTY STORE","Y","Y"
"107390286","WRIGHT","ON","DINING","CASUAL DINING","Y","Y"
"105649112","HENNEPIN","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","Y"
"103685510","JACKSON","ON","DINING","CASUAL DINING","Y","Y"
"105647103","STEARNS","ON","DINING","CASUAL DINING","Y","Y"
"100702406","WASHINGTON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101450472","HENNEPIN","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"100688222","BECKER","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100629994","SWIFT","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101425990","LE SUEUR","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"100810245","CHIPPEWA","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"200457801","HENNEPIN","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"102240000","STEARNS","ON","DINING","CASUAL DINING","Y","Y"
"101546277","HENNEPIN","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"107528628","SCOTT","ON","RECREATION","THEATER","Y","Y"
"100924825","PIPESTONE","OFF","MASS MERCHANDISER","CONVENTIONAL MASS MERCH","Y","N"
"105646976","DOUGLAS","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","Y"
"105645434","ITASCA","ON","RECREATION","PRIVATE CLUB","Y","Y"
"101425811","DAKOTA","OFF","LIQUOR","LIQUOR SUPER STORE","Y","Y"
"105645197","STEARNS","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101425649","SWIFT","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"301654964","HENNEPIN","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105647012","HENNEPIN","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"105646718","SCOTT","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"205646930","LAKE","ON","DINING","CASUAL DINING","Y","Y"
"101425938","RAMSEY","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"101954602","HUBBARD","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"103985313","BELTRAMI","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","Y"
"105648789","GOODHUE","ON","LODGING","FULL SERVICE LODGING","Y","Y"
"105648205","CASS","ON","DINING","FINE DINING","Y","Y"
"105646919","BECKER","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"101532892","MARTIN","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"107439146","HENNEPIN","ON","BAR/NIGHTCLUB","SPORTS BAR","Y","Y"
"107164222","HUBBARD","ON","DINING","CASUAL DINING","Y","Y"
